opportunity_id,product,account,deal_stage,engage_date,close_date,close_value,product_length,account_length,product_word_count,account_word_count,product_has_question,account_has_question,product_has_exclamation,account_has_exclamation,product_avg_word_length,account_avg_word_length,product_unique_word_ratio,account_unique_word_ratio,product_has_digits,account_has_digits,is_high_value_deal
5J9CMGDV,mg special,rantouch,won,2016-11-07,2017-03-08,46.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
JJXRR8R6,gtx plus pro,fasehatice,lost,2016-11-07,2017-03-17,0.0,12,10.0,3,1.0,False,False,False,False,3.3333333333333335,10.0,1.0,1.0,False,False,False
WF4HA5NW,mg special,ron tech,won,2016-11-07,2017-03-18,50.0,10,8.0,2,2.0,False,False,False,False,4.5,3.5,1.0,1.0,False,False,False
C5K2JP1H,gtx plus basic,vehement capital partners,won,2016-11-07,2017-03-11,1014.0,14,25.0,3,3.0,False,False,False,False,4.0,7.666666666666667,1.0,1.0,False,False,False
ADRB8OMB,gtx basic,warephase,won,2016-11-08,2017-03-26,561.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
SBCR987L,gtx basic,zoomit,won,2016-11-10,2017-03-23,590.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
UP409DSB,mg advanced,ganjaflex,engaging,2016-11-10,,,11,9.0,2,1.0,False,False,False,False,5.0,9.0,1.0,1.0,False,False,False
JSD4APT2,mg special,bioholding,won,2016-11-10,2017-03-12,61.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
AO9Z2D17,gtx plus pro,xx zobam,lost,2016-11-10,2017-03-11,0.0,12,8.0,3,2.0,False,False,False,False,3.3333333333333335,3.5,1.0,1.0,False,False,False
5M58DTJK,mg special,cheers,won,2016-11-11,2017-03-05,58.0,10,6.0,2,1.0,False,False,False,False,4.5,6.0,1.0,1.0,False,False,False
KNY1OSAB,gtxpro,labdrill,won,2016-11-11,2017-03-14,4899.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
EAZDUUM9,mg advanced,zotware,lost,2016-11-11,2017-03-01,0.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
2STUSOFE,mg special,dambase,won,2016-11-11,2017-03-03,67.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
JYKM0B00,gtxpro,xx holding,won,2016-11-12,2017-03-06,4338.0,6,10.0,1,2.0,False,False,False,False,6.0,4.5,1.0,1.0,False,False,True
KU28360J,gtx basic,fasehatice,won,2016-11-12,2017-03-19,578.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
N4SD17JR,gtx basic,acme corporation,won,2016-11-12,2017-03-01,556.0,9,16.0,2,2.0,False,False,False,False,4.0,7.5,1.0,1.0,False,False,False
E67P9Y3Q,gtx basic,green plus,won,2016-11-12,2017-03-03,635.0,9,10.0,2,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
AT3MMVIS,mg advanced,the new york inquirer,won,2016-11-12,2017-03-07,3045.0,11,21.0,2,4.0,False,False,False,False,5.0,4.5,1.0,1.0,False,False,False
REJ11LRY,gtx plus basic,mathtouch,won,2016-11-13,2017-03-14,1233.0,14,9.0,3,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
ERV0CAZ7,mg special,zumgoity,won,2016-11-13,2017-03-09,60.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
8SOQADK7,mg special,gogozoom,lost,2016-11-14,2017-03-30,0.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
TCHFT25B,gtx basic,stanredtax,lost,2016-11-14,2017-03-08,0.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
CZVN09WN,gtx plus basic,konmatfix,won,2016-11-14,2017-03-20,1170.0,14,9.0,3,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
EG7OFLFR,gtx basic,,engaging,2016-11-14,,,9,,2,,False,False,False,False,4.0,,1.0,,False,False,False
30UQWUKB,gtx plus basic,genco pura olive oil company,won,2016-11-15,2017-03-20,1162.0,14,28.0,3,5.0,False,False,False,False,4.0,4.8,1.0,1.0,False,False,False
OLVI7L8M,gtxpro,,engaging,2016-11-16,,,6,,1,,False,False,False,False,6.0,,1.0,,False,False,False
97UN20YY,mg advanced,conecom,won,2016-11-16,2017-03-14,3725.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,True
JXLERZ9O,gtx basic,golddex,won,2016-11-16,2017-03-31,559.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
6ROE69W5,gtx basic,plexzap,lost,2016-11-16,2017-03-11,0.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
0DFXFKT7,gtx plus basic,rundofase,lost,2016-11-17,2017-03-21,0.0,14,9.0,3,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
XKMZVSN4,gtx plus pro,sonron,won,2016-11-17,2017-03-05,4667.0,12,6.0,3,1.0,False,False,False,False,3.3333333333333335,6.0,1.0,1.0,False,False,True
IU8V0BZK,gtx plus basic,finhigh,won,2016-11-17,2017-03-17,903.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
XY42936P,gtx plus basic,finjob,won,2016-11-17,2017-03-13,1180.0,14,6.0,3,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
XRN54MBM,gtx basic,ron tech,won,2016-11-17,2017-03-05,487.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
2V848WZD,mg advanced,stanredtax,won,2016-11-18,2017-03-04,3180.0,11,10.0,2,1.0,False,False,False,False,5.0,10.0,1.0,1.0,False,False,False
ONYNTUCG,gtxpro,funholding,lost,2016-11-19,2017-03-17,0.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,False
HIOHX80Y,mg advanced,gogozoom,won,2016-11-19,2017-03-18,3563.0,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,True
F5U1ACDD,gtx plus basic,,engaging,2016-11-19,,,14,,3,,False,False,False,False,4.0,,1.0,,False,False,False
LPKT07PV,gtxpro,opentech,won,2016-11-20,2017-03-23,4704.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
WPB2SLIG,gtx plus pro,silis,won,2016-11-20,2017-03-14,5585.0,12,5.0,3,1.0,False,False,False,False,3.3333333333333335,5.0,1.0,1.0,False,False,True
XUSUEAV7,gtk 500,zoomit,won,2016-11-20,2017-03-09,25897.0,7,6.0,2,1.0,False,False,False,False,3.0,6.0,1.0,1.0,True,False,True
ZZY4516R,mg advanced,,engaging,2016-11-20,,,11,,2,,False,False,False,False,5.0,,1.0,,False,False,False
3TYPII47,gtx plus basic,goodsilron,won,2016-11-20,2017-03-03,1207.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
7WAX8Z8O,mg advanced,cancity,lost,2016-11-20,2017-03-08,0.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
MYDUMR3R,gtx basic,rangreen,won,2016-11-20,2017-03-04,559.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
0DRC1U9Q,gtx basic,green plus,engaging,2016-11-20,,,9,10.0,2,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
37JFKD4I,gtx plus basic,dambase,won,2016-11-20,2017-03-09,1033.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
25YKPHX8,gtx basic,kan code,won,2016-11-21,2017-03-21,462.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
BXXMA7F3,mg advanced,nam zim,lost,2016-11-21,2017-03-01,0.0,11,7.0,2,2.0,False,False,False,False,5.0,3.0,1.0,1.0,False,False,False
GIUUTBXM,gtxpro,y corporation,won,2016-11-21,2017-03-14,5539.0,6,13.0,1,2.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,True
MFX2LR1Q,mg advanced,ron tech,won,2016-11-21,2017-03-15,3573.0,11,8.0,2,2.0,False,False,False,False,5.0,3.5,1.0,1.0,False,False,True
DUHE9FLY,gtxpro,conecom,won,2016-11-21,2017-03-01,4926.0,6,7.0,1,1.0,False,False,False,False,6.0,7.0,1.0,1.0,False,False,True
96BSG7R1,gtx plus basic,sunnamplex,lost,2016-11-21,2017-03-17,0.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
7FQMSWIX,mg special,bioplex,won,2016-11-22,2017-03-04,62.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
C20AVXN7,gtxpro,gogozoom,won,2016-11-22,2017-03-14,4359.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
GS1QVWCR,gtx basic,plusstrip,won,2016-11-22,2017-03-31,566.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
ZWH8FXY3,gtx basic,toughzap,won,2016-11-22,2017-03-03,508.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
2U94Y3Q9,mg advanced,vehement capital partners,lost,2016-11-22,2017-03-20,0.0,11,25.0,2,3.0,False,False,False,False,5.0,7.666666666666667,1.0,1.0,False,False,False
AAR79NOO,mg special,codehow,won,2016-11-22,2017-03-11,51.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
B6B0PNR2,gtxpro,dalttechnology,won,2016-11-22,2017-03-05,4899.0,6,14.0,1,1.0,False,False,False,False,6.0,14.0,1.0,1.0,False,False,True
M7I5O9YU,gtx basic,cheers,engaging,2016-11-23,,,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
LXZA2OSZ,gtx plus pro,ontomedia,won,2016-11-23,2017-03-03,5790.0,12,9.0,3,1.0,False,False,False,False,3.3333333333333335,9.0,1.0,1.0,False,False,True
N0ONCYVZ,mg special,kinnamplus,lost,2016-11-23,2017-03-30,0.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
GYB4W2AU,mg advanced,,engaging,2016-11-23,,,11,,2,,False,False,False,False,5.0,,1.0,,False,False,False
513DPFX5,gtxpro,codehow,won,2016-11-23,2017-03-03,4438.0,6,7.0,1,1.0,False,False,False,False,6.0,7.0,1.0,1.0,False,False,True
RU023K5W,mg advanced,finhigh,won,2016-11-23,2017-03-17,2972.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
VDIU10RV,mg special,lexiqvolax,engaging,2016-11-23,,,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
BZCBQ514,gtx basic,y corporation,won,2016-11-23,2017-03-01,523.0,9,13.0,2,2.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
HEE6P0QH,mg advanced,statholdings,won,2016-11-24,2017-03-25,3647.0,11,12.0,2,1.0,False,False,False,False,5.0,12.0,1.0,1.0,False,False,True
L8CHRJ2B,mg advanced,umbrella corporation,won,2016-11-24,2017-03-01,4200.0,11,20.0,2,2.0,False,False,False,False,5.0,9.5,1.0,1.0,False,False,True
579LZ3F9,gtx plus basic,j texon,engaging,2016-11-24,,,14,7.0,3,2.0,False,False,False,False,4.0,3.0,1.0,1.0,False,False,False
SU8JNMP4,gtx plus basic,bubba gump,engaging,2016-11-24,,,14,10.0,3,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
V2X2KMUR,gtx plus basic,faxquote,won,2016-11-24,2017-03-28,1059.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
AJIPJP75,gtx plus basic,codehow,lost,2016-11-24,2017-03-05,0.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
NYVA2G6U,mg special,dontechi,won,2016-11-24,2017-03-02,57.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
FF45BXTL,mg advanced,konex,won,2016-11-24,2017-03-27,3671.0,11,5.0,2,1.0,False,False,False,False,5.0,5.0,1.0,1.0,False,False,True
TTA9LYBS,mg special,treequote,won,2016-11-25,2017-03-01,58.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
PAGZQH8L,mg advanced,treequote,won,2016-11-25,2017-03-06,3956.0,11,9.0,2,1.0,False,False,False,False,5.0,9.0,1.0,1.0,False,False,True
J7YF6DS7,gtx plus pro,betasoloin,won,2016-11-25,2017-03-01,5964.0,12,10.0,3,1.0,False,False,False,False,3.3333333333333335,10.0,1.0,1.0,False,False,True
S5IXY4Z9,gtxpro,betasoloin,won,2016-11-25,2017-03-06,4570.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,True
JQBJMETQ,mg special,domzoom,won,2016-11-25,2017-03-27,49.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
0LVWSWEW,mg special,donquadtech,won,2016-11-25,2017-03-06,65.0,10,11.0,2,1.0,False,False,False,False,4.5,11.0,1.0,1.0,False,False,False
K53BC1T9,mg special,domzoom,lost,2016-11-26,2017-03-27,0.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
D40N5I9Y,gtxpro,finhigh,won,2016-11-26,2017-03-08,4739.0,6,7.0,1,1.0,False,False,False,False,6.0,7.0,1.0,1.0,False,False,True
051QTX8Z,gtx plus basic,globex corporation,won,2016-11-26,2017-03-21,1080.0,14,18.0,3,2.0,False,False,False,False,4.0,8.5,1.0,1.0,False,False,False
5D2XH04S,mg special,plussunin,won,2016-11-26,2017-03-12,57.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
V9E582SK,gtx basic,konex,won,2016-11-27,2017-03-16,469.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
UK0LEZRJ,gtx basic,condax,won,2016-11-27,2017-03-03,532.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
PFFHM7HR,mg advanced,opentech,engaging,2016-11-27,,,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,False
IT10CFQH,gtx basic,konex,won,2016-11-27,2017-03-26,538.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
8VKD2CCH,gtxpro,massive dynamic,won,2016-11-27,2017-03-21,4829.0,6,15.0,1,2.0,False,False,False,False,6.0,7.0,1.0,1.0,False,False,True
2XQAKBXH,gtx plus pro,doncon,won,2016-11-27,2017-03-11,5370.0,12,6.0,3,1.0,False,False,False,False,3.3333333333333335,6.0,1.0,1.0,False,False,True
7G7YLGJO,gtx plus pro,hatfan,won,2016-11-27,2017-03-21,6499.0,12,6.0,3,1.0,False,False,False,False,3.3333333333333335,6.0,1.0,1.0,False,False,True
GCA97W27,gtx plus basic,genco pura olive oil company,won,2016-11-28,2017-03-06,1161.0,14,28.0,3,5.0,False,False,False,False,4.0,4.8,1.0,1.0,False,False,False
K8FUZHOG,gtx basic,scotfind,won,2016-11-28,2017-03-26,576.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
5WJZMULK,gtx plus basic,hatfan,won,2016-11-28,2017-03-19,979.0,14,6.0,3,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
ZPYD4T9W,mg special,stanredtax,won,2016-11-28,2017-03-07,43.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
KE9ZEDS8,mg special,scottech,won,2016-11-29,2017-03-07,57.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
7KK0HQ4C,mg special,ron tech,lost,2016-11-29,2017-03-28,0.0,10,8.0,2,2.0,False,False,False,False,4.5,3.5,1.0,1.0,False,False,False
FP7014Z0,gtx plus basic,funholding,won,2016-11-29,2017-03-12,948.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
N4HFHDMW,mg advanced,plussunin,won,2016-11-29,2017-03-10,3012.0,11,9.0,2,1.0,False,False,False,False,5.0,9.0,1.0,1.0,False,False,False
2HFLKREC,mg advanced,zotware,won,2016-11-30,2017-03-15,3665.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,True
7JVTTVCO,gtx basic,gekko co,won,2016-11-30,2017-03-24,564.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
3X13866U,gtx plus basic,dambase,lost,2016-12-01,2017-03-06,0.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
7LE19SYE,mg advanced,initech,won,2016-12-01,2017-03-22,3463.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
J5V2M7Y1,gtx basic,gekko co,won,2016-12-01,2017-03-26,513.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
41MURAI5,gtx basic,konex,won,2016-12-01,2017-03-28,590.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
QHI8WRIA,gtxpro,dontechi,won,2016-12-01,2017-03-30,4511.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
AJXAXV4W,mg advanced,finhigh,lost,2016-12-01,2017-03-02,0.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
VPDXX5PJ,gtx basic,cancity,won,2016-12-01,2017-03-26,546.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
PZB9NUK8,mg special,y corporation,won,2016-12-01,2017-03-05,46.0,10,13.0,2,2.0,False,False,False,False,4.5,6.0,1.0,1.0,False,False,False
A0ANOYPF,gtxpro,ron tech,won,2016-12-02,2017-03-09,4891.0,6,8.0,1,2.0,False,False,False,False,6.0,3.5,1.0,1.0,False,False,True
0P4AAPYX,gtx plus basic,golddex,won,2016-12-02,2017-03-03,1040.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
O6T5WC3W,gtx plus basic,sonron,won,2016-12-02,2017-03-04,1108.0,14,6.0,3,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
0NO04P6C,mg special,nam zim,won,2016-12-02,2017-03-04,59.0,10,7.0,2,2.0,False,False,False,False,4.5,3.0,1.0,1.0,False,False,False
22OFSXBT,gtxpro,statholdings,won,2016-12-02,2017-03-30,5406.0,6,12.0,1,1.0,False,False,False,False,6.0,12.0,1.0,1.0,False,False,True
MRXZTMM6,gtx basic,cheers,won,2016-12-02,2017-03-20,515.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
LGI8QEC2,gtx basic,treequote,won,2016-12-02,2017-03-06,583.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
6KZ0NCFX,mg special,funholding,won,2016-12-02,2017-03-14,54.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
3SF8O9S6,mg special,plusstrip,won,2016-12-02,2017-03-27,60.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
CNM0H9FR,gtx basic,,engaging,2016-12-02,,,9,,2,,False,False,False,False,4.0,,1.0,,False,False,False
XK668R7C,gtx basic,dontechi,lost,2016-12-03,2017-03-12,0.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
TZCAQWL3,gtxpro,funholding,lost,2016-12-03,2017-03-19,0.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,False
BADC6A9H,gtx basic,globex corporation,won,2016-12-03,2017-03-23,516.0,9,18.0,2,2.0,False,False,False,False,4.0,8.5,1.0,1.0,False,False,False
B8E0UUZR,gtxpro,rangreen,won,2016-12-03,2017-03-22,4829.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
I043RXJV,gtx plus basic,dontechi,lost,2016-12-03,2017-03-17,0.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
MWWB44CC,gtx plus basic,donquadtech,won,2016-12-03,2017-03-02,950.0,14,11.0,3,1.0,False,False,False,False,4.0,11.0,1.0,1.0,False,False,False
HBTINPDG,gtx plus basic,xx holding,lost,2016-12-03,2017-03-09,0.0,14,10.0,3,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
DZ3KHZSX,gtx basic,initech,won,2016-12-04,2017-03-20,513.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
3W1K7X5F,gtxpro,condax,lost,2016-12-04,2017-03-09,0.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,False
45A57X68,gtx plus pro,ron tech,won,2016-12-04,2017-03-12,5522.0,12,8.0,3,2.0,False,False,False,False,3.3333333333333335,3.5,1.0,1.0,False,False,True
9SLYC4TR,mg special,cancity,won,2016-12-04,2017-03-09,56.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
JLWKWQYC,gtxpro,doncon,won,2016-12-04,2017-03-08,5673.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,True
7QC6FOKW,gtx basic,xx holding,won,2016-12-04,2017-03-10,598.0,9,10.0,2,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
XA184CMW,gtx plus pro,rangreen,won,2016-12-04,2017-03-16,5787.0,12,8.0,3,1.0,False,False,False,False,3.3333333333333335,8.0,1.0,1.0,False,False,True
S0N7BYU3,gtx plus basic,singletechno,won,2016-12-04,2017-03-08,1070.0,14,12.0,3,1.0,False,False,False,False,4.0,12.0,1.0,1.0,False,False,False
6WOMHAJM,mg advanced,donquadtech,won,2016-12-05,2017-03-14,3677.0,11,11.0,2,1.0,False,False,False,False,5.0,11.0,1.0,1.0,False,False,True
G1QGATKV,gtx plus pro,ontomedia,won,2016-12-05,2017-03-30,5425.0,12,9.0,3,1.0,False,False,False,False,3.3333333333333335,9.0,1.0,1.0,False,False,True
UAE5ZC7O,gtx plus pro,,engaging,2016-12-05,,,12,,3,,False,False,False,False,3.3333333333333335,,1.0,,False,False,False
6XFVQI32,mg advanced,yearin,won,2016-12-05,2017-03-23,3415.0,11,6.0,2,1.0,False,False,False,False,5.0,6.0,1.0,1.0,False,False,False
JUCNIG4H,gtx basic,,engaging,2016-12-05,,,9,,2,,False,False,False,False,4.0,,1.0,,False,False,False
OGD4MDJ9,gtx plus basic,lexiqvolax,won,2016-12-05,2017-03-21,891.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
4NGBUZWJ,gtx basic,codehow,won,2016-12-06,2017-03-12,609.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
EFG5DGV5,mg special,plusstrip,won,2016-12-06,2017-03-16,54.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
82MM4H33,gtx plus basic,labdrill,won,2016-12-06,2017-03-09,1049.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
14PM641K,gtx plus basic,gekko co,won,2016-12-07,2017-03-07,1152.0,14,8.0,3,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
DSBGHOPN,mg special,plussunin,lost,2016-12-07,2017-03-20,0.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
1YSOZLHF,gtxpro,umbrella corporation,won,2016-12-07,2017-03-28,4799.0,6,20.0,1,2.0,False,False,False,False,6.0,9.5,1.0,1.0,False,False,True
E8RP9FRW,mg special,dambase,won,2016-12-07,2017-03-12,51.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
