document_id,question,answer,question_length,answer_length,question_word_count,answer_word_count,question_has_question,answer_has_question,question_has_exclamation,answer_has_exclamation,question_avg_word_length,answer_avg_word_length,question_unique_word_ratio,answer_unique_word_ratio,question_has_digits,answer_has_digits
faq_29,what should i do if my discount code is not working,if your discount code is not working please double check the terms and conditions associated with the code if the issue persists contact our customer support team for assistance,51,177,11,29,False,False,False,False,3.727272727272727,5.137931034482759,1.0,0.8620689655172413,False,False
faq_30,can i return a product if it was a final sale item,final sale items are usually non returnable and non refundable please review the product description or contact our customer support team to confirm the return eligibility for specific items,50,190,12,29,False,False,False,False,3.25,5.586206896551724,0.9166666666666666,0.896551724137931,False,False
faq_31,do you offer installation services for your products,installation services are available for select products please check the product description or contact our customer support team for more information and to request installation services,52,187,8,26,False,False,False,False,5.625,6.230769230769231,1.0,0.8846153846153846,False,False
faq_32,can i order a product that is discontinued,discontinued products are no longer available for purchase we recommend exploring alternative products on our website,42,117,8,16,False,False,False,False,4.375,6.375,1.0,0.9375,False,False
faq_33,can i return a product without a receipt,a receipt or proof of purchase is usually required for returns please refer to our return policy or contact our customer support team for assistance,40,148,8,25,False,False,False,False,4.125,4.96,0.875,0.88,False,False
faq_34,can i order a product for delivery to a different country,yes we offer international shipping to select countries please review the available shipping destinations during checkout or contact our customer support for assistance,57,168,11,23,False,False,False,False,4.2727272727272725,6.3478260869565215,0.9090909090909091,0.9565217391304348,False,False
faq_35,can i add a gift message to my order,yes you can add a gift message during the checkout process there is usually a section where you can enter your personalized message,36,131,9,23,False,False,False,False,3.111111111111111,4.739130434782608,1.0,0.8260869565217391,False,False
faq_36,can i request a product demonstration before making a purchase,we do not currently offer product demonstrations before purchase however you can find detailed product descriptions specifications and customer reviews on our website,62,166,10,23,False,False,False,False,5.3,6.260869565217392,0.9,0.9565217391304348,False,False
faq_37,can i order a product that is listed as coming soon,products listed as coming soon are not available for immediate purchase please sign up for notifications to be informed when the product becomes available,51,154,11,24,False,False,False,False,3.727272727272727,5.458333333333333,1.0,0.9166666666666666,False,False
faq_38,can i request an invoice for my order,yes an invoice is usually included with your order if you require a separate invoice please contact our customer support team with your order details,37,149,8,25,False,False,False,False,3.75,5.0,1.0,0.84,False,False
faq_39,can i order a product that is labeled as limited edition,limited edition products may have restricted availability we recommend placing an order as soon as possible to secure your item,56,127,11,20,False,False,False,False,4.181818181818182,5.4,1.0,0.95,False,False
faq_40,can i return a product if i no longer have the original packaging,while returning a product in its original packaging is preferred you can still initiate a return without it contact our customer support team for guidance in such cases,65,168,13,28,False,False,False,False,4.076923076923077,5.035714285714286,0.9230769230769231,0.9285714285714286,False,False
faq_41,can i request a product that is currently out of stock to be reserved for me,we do not offer reservations for out of stock products however you can sign up for product notifications to be alerted when it becomes available again,76,150,16,26,False,False,False,False,3.8125,4.8076923076923075,1.0,0.9615384615384616,False,False
faq_42,can i order a product that is listed as pre order with other in stock items,yes you can place an order with a mix of pre order and in stock items however please note that the entire order will be shipped once all items are available,75,156,16,31,False,False,False,False,3.75,4.064516129032258,0.9375,0.9032258064516129,False,False
faq_43,can i return a product if it was damaged during shipping,if your product was damaged during shipping please contact our customer support team immediately we will guide you through the return and replacement process,56,157,11,24,False,False,False,False,4.181818181818182,5.583333333333333,1.0,1.0,False,False
faq_44,can i request a product that is out of stock to be restocked,we strive to restock popular products whenever possible please sign up for product notifications to be informed when the item becomes available again,60,149,13,23,False,False,False,False,3.6923076923076925,5.521739130434782,1.0,0.9565217391304348,False,False
faq_45,can i order a product if it is listed as backordered,products listed as backordered are temporarily out of stock but can still be ordered your order will be fulfilled once the product is restocked,52,143,11,24,False,False,False,False,3.8181818181818183,5.0,1.0,0.9583333333333334,False,False
faq_46,can i return a product if it was purchased during a sale or with a discount,yes you can return a product purchased during a sale or with a discount the refund will be processed based on the amount paid after the discount,75,144,16,27,False,False,False,False,3.75,4.37037037037037,0.875,0.8148148148148148,False,False
faq_47,can i request a product repair or replacement if it is damaged,if you receive a damaged product please contact our customer support team immediately we will assist you with the necessary steps for repair or replacement,62,155,12,25,False,False,False,False,4.25,5.24,1.0,0.96,False,False
faq_48,can i order a product if it is listed as out of stock but available for pre order,if a product is available for pre order you can place an order to secure your item the product will be shipped once it becomes available,81,136,18,26,False,False,False,False,3.5555555555555554,4.269230769230769,0.9444444444444444,0.8846153846153846,False,False
faq_49,can i return a product if it was purchased as a gift,yes you can return a product purchased as a gift however refunds will typically be issued to the original payment method used for the purchase,52,142,12,25,False,False,False,False,3.4166666666666665,4.72,0.9166666666666666,0.92,False,False
faq_50,can i request a product if it is listed as discontinued,unfortunately if a product is listed as discontinued it is no longer available for purchase we recommend exploring alternative products on our website,55,150,11,23,False,False,False,False,4.090909090909091,5.565217391304348,1.0,0.9565217391304348,False,False
faq_51,can i order a product if it is listed as sold out,if a product is listed as sold out it is currently unavailable for purchase please check back later or sign up for notifications when it becomes available again,49,160,12,28,False,False,False,False,3.1666666666666665,4.75,1.0,0.8928571428571429,False,False
faq_52,can i return a product if it was purchased with a gift card,yes you can return a product purchased with a gift card the refund will be issued in the form of store credit or a new gift card,59,128,13,27,False,False,False,False,3.6153846153846154,3.7777777777777777,0.9230769230769231,0.8148148148148148,False,False
faq_53,can i request a product if it is not currently available in my size,if a product is not available in your size it may be temporarily out of stock please check back later or sign up for size notifications,67,135,14,26,False,False,False,False,3.857142857142857,4.230769230769231,1.0,0.9615384615384616,False,False
faq_54,can i order a product if it is listed as coming soon but available for pre order,if a product is listed as coming soon and available for pre order you can place an order to secure your item before it becomes available,80,136,17,26,False,False,False,False,3.764705882352941,4.269230769230769,0.9411764705882353,0.9230769230769231,False,False
faq_55,can i return a product if it was purchased with a discount code,yes you can return a product purchased with a discount code the refund will be processed based on the amount paid after the discount,63,132,13,24,False,False,False,False,3.923076923076923,4.541666666666667,0.9230769230769231,0.8333333333333334,False,False
faq_56,can i request a custom order or personalized product,we do not currently offer custom orders or personalized products please explore the available products on our website,52,117,9,18,False,False,False,False,4.888888888888889,5.555555555555555,1.0,0.9444444444444444,False,False
faq_57,can i order a product if it is listed as temporarily unavailable,if a product is listed as temporarily unavailable it is out of stock but may be restocked in the future please check back later or sign up for notifications,64,156,12,29,False,False,False,False,4.416666666666667,4.413793103448276,1.0,0.9655172413793104,False,False
faq_58,can i return a product if it was damaged due to improper use,our return policy generally covers products that are defective or damaged upon arrival damage due to improper use may not be eligible for a return please contact our customer support team for assistance,60,202,13,33,False,False,False,False,3.6923076923076925,5.151515151515151,1.0,0.9090909090909091,False,False
faq_59,can i request a product if it is listed as coming soon but not available for pre order,if a product is listed as coming soon but not available for pre order you will need to wait until it is officially released and becomes available for purchase,86,158,18,29,False,False,False,False,3.8333333333333335,4.482758620689655,1.0,0.896551724137931,False,False
faq_60,can i order a product if it is listed as on hold,if a product is listed as on hold it is temporarily unavailable for purchase please check back later or sign up for notifications when it becomes available,48,155,12,27,False,False,False,False,3.0833333333333335,4.777777777777778,1.0,0.8888888888888888,False,False
faq_61,can i return a product if i no longer have the original receipt,while a receipt is preferred for returns we may be able to assist you without it please contact our customer support team for further guidance,63,142,13,25,False,False,False,False,3.923076923076923,4.72,0.9230769230769231,0.96,False,False
faq_62,can i request a product that is listed as limited edition to be restocked,once a limited edition product is sold out it may not be restocked limited edition items are available for a limited time only so we recommend purchasing them while they are available,73,183,14,32,False,False,False,False,4.285714285714286,4.75,1.0,0.8125,False,False
faq_63,can i order a product if it is listed as discontinued but still visible on the website,if a product is listed as discontinued but still visible on the website it may be an error please contact our customer support team for clarification,86,149,17,26,False,False,False,False,4.117647058823529,4.769230769230769,1.0,1.0,False,False
faq_64,can i return a product if it was a clearance or final sale item,clearance or final sale items are typically non returnable and non refundable please review the product description or contact our customer support team for more information,63,173,14,26,False,False,False,False,3.5714285714285716,5.6923076923076925,0.9285714285714286,0.9230769230769231,False,False
faq_65,can i request a product if it is not listed on your website,if a product is not listed on our website it may not be available for purchase we recommend exploring the available products or contacting our customer support team for further assistance,59,187,13,31,False,False,False,False,3.6153846153846154,5.064516129032258,1.0,0.8709677419354839,False,False
faq_66,can i order a product if it is listed as out of stock but available for backorder,if a product is listed as out of stock but available for backorder you can place an order to secure your item the product will be shipped once it becomes available,81,163,17,31,False,False,False,False,3.823529411764706,4.290322580645161,1.0,0.9354838709677419,False,False
faq_67,can i return a product if it was purchased as part of a bundle or set,if a product was purchased as part of a bundle or set the return policy may vary please refer to the specific terms and conditions or contact our customer support team for further guidance,69,188,16,34,False,False,False,False,3.375,4.5588235294117645,0.9375,0.9117647058823529,False,False
faq_68,can i request a product that is listed as out of stock to be restocked,we aim to restock popular products whenever possible please sign up for product notifications to be alerted when the item becomes available again,70,145,15,23,False,False,False,False,3.7333333333333334,5.3478260869565215,1.0,0.9565217391304348,False,False
faq_69,can i order a product if it is listed as coming soon and available for pre order,if a product is listed as coming soon and available for pre order you can place an order to secure your item before it becomes available,80,136,17,26,False,False,False,False,3.764705882352941,4.269230769230769,0.9411764705882353,0.9230769230769231,False,False
faq_70,can i return a product if it was damaged due to mishandling during shipping,if your product was damaged due to mishandling during shipping please contact our customer support team immediately we will assist you with the necessary steps for return and replacement,75,186,14,29,False,False,False,False,4.428571428571429,5.448275862068965,1.0,1.0,False,False
faq_71,can i request a product that is listed as out of stock to be reserved for me,we do not offer reservations for out of stock products however you can sign up for product notifications to be alerted when the item becomes available again,76,156,17,27,False,False,False,False,3.5294117647058822,4.814814814814815,1.0,0.9629629629629629,False,False
faq_72,can i order a product if it is listed as pre order but available for backorder,if a product is listed as pre order and available for backorder you can place an order to secure your item the product will be shipped once it becomes available,78,160,16,30,False,False,False,False,3.9375,4.366666666666666,0.9375,0.9,False,False
faq_73,can i return a product if it was purchased with store credit,yes you can return a product purchased with store credit the refund will be issued in the form of store credit which you can use for future purchases,60,149,12,28,False,False,False,False,4.083333333333333,4.357142857142857,1.0,0.8214285714285714,False,False
faq_74,can i request a product that is currently out of stock to be restocked,we strive to restock popular products whenever possible please sign up for product notifications to be informed when the item becomes available again,70,149,14,23,False,False,False,False,4.071428571428571,5.521739130434782,1.0,0.9565217391304348,False,False
faq_75,can i order a product if it is listed as sold out but available for pre order,if a product is listed as sold out but available for pre order you can place an order to secure your item the product will be shipped once it becomes available,77,159,17,31,False,False,False,False,3.588235294117647,4.161290322580645,0.9411764705882353,0.9032258064516129,False,False
faq_76,can i return a product if it was purchased with a promotional gift card,yes you can return a product purchased with a promotional gift card the refund will be issued in the form of store credit or a new gift card,71,140,14,28,False,False,False,False,4.142857142857143,4.035714285714286,0.9285714285714286,0.8214285714285714,False,False
faq_77,can i request a product if it is not currently available in my preferred color,if a product is not available in your preferred color it may be temporarily out of stock please check back later or sign up for color notifications,78,147,15,27,False,False,False,False,4.266666666666667,4.481481481481482,1.0,0.9629629629629629,False,False
faq_78,can i order a product if it is listed as coming soon and not available for pre order,if a product is listed as coming soon but not available for pre order you will need to wait until it is officially released and becomes available for purchase,84,158,18,29,False,False,False,False,3.7222222222222223,4.482758620689655,0.9444444444444444,0.896551724137931,False,False
faq_79,can i return a product if it was purchased during a promotional event,yes you can return a product purchased during a promotional event the refund will be processed based on the amount paid after any applicable discounts,69,150,13,25,False,False,False,False,4.384615384615385,5.04,0.9230769230769231,0.92,False,False
